REF_AREA,TIME_PERIOD,Forest exposure to areas at risk of burning_Percentage of forested area,Amount of burned area_Percentage of land area,Population exposure to areas at risk of burning_Percentage of population,Land soil moisture anomaly_Percentage change,Cropland soil moisture anomaly_Percentage change,Fine particulate matter (PM2.5)_Microgrammes per cubic metre,Age-adjusted mortality rate_Total
EL63,-1.6762401319785079,1.7108903777155413,0.4675408029257207,0.4817228456042443,-0.9283881699676547,-0.8304811204208622,0.7233240228996217,9.86
EL42,0.41310410211689663,2.1214909413410203,-0.05841702057457061,-0.2988041149912601,1.2305378046185336,1.1630246879094206,-0.07451711233341181,7.64
RU59,-0.10923195640695449,-0.6531818821785027,0.3953507671807033,0.37561234206190425,-0.02293886784345383,-0.15428957597127174,-0.2695440172801244,15.55
NZ23,1.1095521801486983,-0.6531818821785027,-0.24261759190535734,-0.2988041149912601,0.4335550465136283,0.45440298427451864,-0.8513703047453328,6.74
PT16,0.9354401606407478,1.6384694349872635,0.08147125927309014,1.6743606204950243,-1.0254696265290386,-0.9778441486189675,-0.7399444357107701,7.5
FRK,1.6318882386725493,-0.33557053794914804,-0.3204700931254623,-0.24423264808717726,-0.645532691107572,-0.8217149789009189,-0.6984660497724181,6.3
US19,-1.3280160929626073,-0.6531818821785027,-0.318221707699176,-0.2988041149912601,-0.26658254390366104,-0.20354553422688737,-0.5756104089302396,8.88
US51,-1.3280160929626073,-0.6078348560458133,-0.30622590654803894,-0.2683847076750172,-0.16434243546239322,-0.21597626907444262,-0.45397255534477243,9.76
TRA1,1.6318882386725493,1.4984308961915935,-0.31475673377243324,-0.2988041149912601,-1.4859914705061994,-1.5394225552868626,0.9158391604981074,8.84
ME26,-1.1539040734546568,2.3489818558635984,-0.10056494153709628,-0.26989868233066816,-2.2434623408752157,-1.4561135407175048,0.3760526590659125,11.75
PL84,1.2836641996566485,-0.6531818821785027,-0.3229612276348091,-0.2988041149912601,0.9160481253481196,0.9106977199457561,0.2271072934867816,9.14
CO15,1.8060002581804997,-0.04675853482620774,-0.3142651752071457,-0.2988041149912601,-0.1849656744010581,-0.3920786116533277,-0.09631018201793866,5.85
AT12,1.8060002581804997,-0.6531818821785027,-0.3229612276348091,-0.2988041149912601,0.31841700019573366,0.2525053973275627,-0.553337945216955,7.8
US41,-1.6762401319785079,1.3344202712402387,0.2441001433751888,0.5273585384632746,0.03084049863638733,0.0476420181377929,-0.9046192081363705,9.37
PT15,1.6318882386725493,2.2428254646779706,-0.30666309914776285,2.8977252056312985,-4.214967167236846,-4.001795156571857,-0.8732706539412632,7.85
JPC,1.1095521801486983,-0.6531818821785027,-0.3229612276348091,-0.2988041149912601,0.42842760319029854,0.46462794182603695,-0.44407437239498565,5.9
RU04,-1.5021281124705574,0.32869975914185395,0.8514473452771778,-0.2988041149912601,0.7590019018004558,0.763817436997509,0.3913705794531321,18.56
BR08,-0.45745599542285525,-0.336183653223155,1.9987044660334143,-0.18107886189322484,0.8795430289089113,1.0842839025768156,-0.40895963459509765,10.64
SE23,0.23899208260894628,-0.6531818821785027,-0.3229612276348091,-0.2988041149912601,0.8534492377069394,0.8521601496078477,-0.8170026856639621,7.47
BR16,0.0648800631009959,-0.004823800890645651,-0.12263323731780396,-0.2988041149912601,2.52501653700205,2.940158410574577,-0.5266590523299904,10.12
TR82,1.2836641996566485,1.118810854634518,-0.31760939655017845,0.052419249777308885,-0.24606073894214311,-0.29360918056875235,0.2619687324402996,9.22
PE15,-1.5021281124705574,-0.1350680480459049,-0.3229612276348091,-0.2988041149912601,0.7528792247768774,0.8492052489719487,8.524841461940346,7.61
